gene_id,split_role,experiment_group
9230665a50a10f11920c5d01e996019b24b7a804e2c7e45d73e1ad553a916f1e,train,F-S
9230665a50a10f11920c5d01e996019b24b7a804e2c7e45d73e1ad553a916f1e,train,F-E
923283781635f5a7e9e812cfbf2e138e5e1727afa225944e8b0d01a4e603d983,train,F-S
923283781635f5a7e9e812cfbf2e138e5e1727afa225944e8b0d01a4e603d983,train,F-E
9249cac115b4704ff351594a7d3b69bf3862dfd2a2d503a932473fbcb6ccebd7,dev,G-S
9249cac115b4704ff351594a7d3b69bf3862dfd2a2d503a932473fbcb6ccebd7,dev,F-S
9249cac115b4704ff351594a7d3b69bf3862dfd2a2d503a932473fbcb6ccebd7,dev,G-E
9249cac115b4704ff351594a7d3b69bf3862dfd2a2d503a932473fbcb6ccebd7,dev,F-E
925453eca5158b28142b86e3a86d06091ff19285d2365f275bda22f57a28cd9e,train,G-S
925453eca5158b28142b86e3a86d06091ff19285d2365f275bda22f57a28cd9e,train,G-E
925a9d80c0045232c8b18d146467155a466b54380b0ceb5ff7446e8d1f3d23aa,train,G-S
925a9d80c0045232c8b18d146467155a466b54380b0ceb5ff7446e8d1f3d23aa,train,G-E
9268c5f1063710c9da5be78707205e1229bd97a65b2c442608219ccabcef747c,train,G-S
9268c5f1063710c9da5be78707205e1229bd97a65b2c442608219ccabcef747c,train,G-E
927dac05a6588cd70539badf9f3b81d136fe0dea96805c1418c79146aea617c3,train,G-S
927dac05a6588cd70539badf9f3b81d136fe0dea96805c1418c79146aea617c3,train,G-E
92961e4efeba8a0f4f0bc1588101437e2f248b76386db026020999efe1037e2e,test,G-S
92961e4efeba8a0f4f0bc1588101437e2f248b76386db026020999efe1037e2e,test,F-S
92961e4efeba8a0f4f0bc1588101437e2f248b76386db026020999efe1037e2e,test,G-E
92961e4efeba8a0f4f0bc1588101437e2f248b76386db026020999efe1037e2e,test,F-E
92ae2daaf241a7c26789e22b793248268d934cd39b44476cef0220f94d7817c6,test,G-S
92ae2daaf241a7c26789e22b793248268d934cd39b44476cef0220f94d7817c6,test,F-S
92ae2daaf241a7c26789e22b793248268d934cd39b44476cef0220f94d7817c6,test,G-E
92ae2daaf241a7c26789e22b793248268d934cd39b44476cef0220f94d7817c6,test,F-E
92b05cb364220d106f080a949a7ed0feb49cfd75c990694cc66ca0ee7083c7f9,train,F-S
92b05cb364220d106f080a949a7ed0feb49cfd75c990694cc66ca0ee7083c7f9,train,F-E
92b0f83ef55ad3523dbf94323304106a1cb06f5bfbebef0f59f09cb3cb150c8e,train,G-S
92b0f83ef55ad3523dbf94323304106a1cb06f5bfbebef0f59f09cb3cb150c8e,train,G-E
92ce658690fb138c583d87e129fc5925445c908c499fb6eace8166be65e84a77,train,F-S
92ce658690fb138c583d87e129fc5925445c908c499fb6eace8166be65e84a77,train,F-E
932458d549163848e1a958d1ed1ca7ee691f2f01d3f593e12bb9678966951ea4,test,G-S
932458d549163848e1a958d1ed1ca7ee691f2f01d3f593e12bb9678966951ea4,test,F-S
932458d549163848e1a958d1ed1ca7ee691f2f01d3f593e12bb9678966951ea4,test,G-E
932458d549163848e1a958d1ed1ca7ee691f2f01d3f593e12bb9678966951ea4,test,F-E
934029ff545b5216c14b4fbfa0a56aa307a324eb3c041af4e00fbd481113ecaa,train,F-S
934029ff545b5216c14b4fbfa0a56aa307a324eb3c041af4e00fbd481113ecaa,train,F-E
93586bb52fe33f8e451cd963b5a71290550c6a0e76dd2b11747e03e07ebc5a62,train,G-S
93586bb52fe33f8e451cd963b5a71290550c6a0e76dd2b11747e03e07ebc5a62,train,G-E
936e0902edc3a1308d98cc033638d119f8648fe8b0bc6f461e5e74bd1a917b5c,train,G-S
936e0902edc3a1308d98cc033638d119f8648fe8b0bc6f461e5e74bd1a917b5c,train,G-E
93791e4a3259304ca7185c2678555484505420ab2add004bc12b2df84d0e07bb,train,G-S
93791e4a3259304ca7185c2678555484505420ab2add004bc12b2df84d0e07bb,train,G-E
9382a11a75b193e6052af51c1dfea304adb6bbf60e0985f966f2f57a250385d7,train,G-S
9382a11a75b193e6052af51c1dfea304adb6bbf60e0985f966f2f57a250385d7,train,G-E
9398e1a43fe79aff0d89bfa88898c6fdb1929b0464a36c1b739be8157b22e23c,train,G-S
9398e1a43fe79aff0d89bfa88898c6fdb1929b0464a36c1b739be8157b22e23c,train,G-E
9398e1a43fe79aff0d89bfa88898c6fdb1929b0464a36c1b739be8157b22e23c,train,F-S
9398e1a43fe79aff0d89bfa88898c6fdb1929b0464a36c1b739be8157b22e23c,train,F-E
93b327a1f6ad5085eca3e931647b291b438e24a795653062bf2c1e745c0bd35c,train,G-S
93b327a1f6ad5085eca3e931647b291b438e24a795653062bf2c1e745c0bd35c,train,G-E
93d841032d95cae3eff331b21c8b9a3985ea3f76a5e6289c647bc1a17149fb05,train,G-S
93d841032d95cae3eff331b21c8b9a3985ea3f76a5e6289c647bc1a17149fb05,train,G-E
93e36e71e73b8f608b0320c6e4fb4985b219bb9a49515fd2ecbfd8f724b0afb5,train,G-S
93e36e71e73b8f608b0320c6e4fb4985b219bb9a49515fd2ecbfd8f724b0afb5,train,G-E
93e99bae5ea8c95bea9d999c461215c23fd7af83516e763ff4682f3f6af7bb97,train,G-S
93e99bae5ea8c95bea9d999c461215c23fd7af83516e763ff4682f3f6af7bb97,train,G-E
9406e97f3a637ae0cb6bd192e0689d0a2267b7be34218f2244ef9eb04f77138b,train,F-S
9406e97f3a637ae0cb6bd192e0689d0a2267b7be34218f2244ef9eb04f77138b,train,F-E
940d4596dc5272c84db14c4779809e121078ec932278fe87c7aa0b8a1f43b23b,test,G-S
940d4596dc5272c84db14c4779809e121078ec932278fe87c7aa0b8a1f43b23b,test,F-S
940d4596dc5272c84db14c4779809e121078ec932278fe87c7aa0b8a1f43b23b,test,G-E
940d4596dc5272c84db14c4779809e121078ec932278fe87c7aa0b8a1f43b23b,test,F-E
941bd4dd335dd3a12cd3de0d05308827decda7522a56eedc624d21949be85a47,test,G-S
941bd4dd335dd3a12cd3de0d05308827decda7522a56eedc624d21949be85a47,test,F-S
941bd4dd335dd3a12cd3de0d05308827decda7522a56eedc624d21949be85a47,test,G-E
941bd4dd335dd3a12cd3de0d05308827decda7522a56eedc624d21949be85a47,test,F-E
942eea5d6dd979a16bee5c59077d6bfd0f9591a0093aa306005e83b4513e88ba,train,F-S
942eea5d6dd979a16bee5c59077d6bfd0f9591a0093aa306005e83b4513e88ba,train,F-E
94599cf0c2105858b7e0e2bea1518e9f015b015b172ed2e490cf08b8e967f23e,train,G-S
94599cf0c2105858b7e0e2bea1518e9f015b015b172ed2e490cf08b8e967f23e,train,G-E
946cc74e40c17cd71557ce5c306c20cb86906df64b0813774035fb452b529aa5,test,G-S
946cc74e40c17cd71557ce5c306c20cb86906df64b0813774035fb452b529aa5,test,F-S
946cc74e40c17cd71557ce5c306c20cb86906df64b0813774035fb452b529aa5,test,G-E
946cc74e40c17cd71557ce5c306c20cb86906df64b0813774035fb452b529aa5,test,F-E
9476c5e1c3fcd6a5a90415726f107651d8104dc077e89aaf89cfa0655fe7f231,train,F-S
9476c5e1c3fcd6a5a90415726f107651d8104dc077e89aaf89cfa0655fe7f231,train,F-E
947fac1a714bb86e936cda0083f19c2550a29249945b816b97919171e32a3eaf,train,F-S
947fac1a714bb86e936cda0083f19c2550a29249945b816b97919171e32a3eaf,train,F-E
948088575673795744f3cd9cdcc190fac75b4cbadc92bd8b610f7943e3a281d6,test,G-S
948088575673795744f3cd9cdcc190fac75b4cbadc92bd8b610f7943e3a281d6,test,F-S
948088575673795744f3cd9cdcc190fac75b4cbadc92bd8b610f7943e3a281d6,test,G-E
948088575673795744f3cd9cdcc190fac75b4cbadc92bd8b610f7943e3a281d6,test,F-E
948bb77b02fd9c88ec6248c896017b38c02ebd79525b7c312120078dc540dcd7,train,G-S
948bb77b02fd9c88ec6248c896017b38c02ebd79525b7c312120078dc540dcd7,train,G-E
948dbbc0292d2e70da4376580361fb1381c6f2ce30a366ebc0e5e141f01b216e,train,G-S
948dbbc0292d2e70da4376580361fb1381c6f2ce30a366ebc0e5e141f01b216e,train,G-E
949a55aea47c218b3032c05dfd4210da287e6d27ceeb385ac54330b768d8270e,train,F-S
949a55aea47c218b3032c05dfd4210da287e6d27ceeb385ac54330b768d8270e,train,F-E
94a0832944f442689d9aae510b4e75228eb55cb11fa72adbd6782855b7b288b0,train,G-S
94a0832944f442689d9aae510b4e75228eb55cb11fa72adbd6782855b7b288b0,train,G-E
94a1c0beb446bfa84ac31621decdb32804f41748c9b8b41e018c5e79eb14074f,train,F-S
94a1c0beb446bfa84ac31621decdb32804f41748c9b8b41e018c5e79eb14074f,train,F-E
94bc32fd598fe4a12faf54c58fbce662720243a98c6ebd615fd81de0ace54c8f,train,G-S
94bc32fd598fe4a12faf54c58fbce662720243a98c6ebd615fd81de0ace54c8f,train,G-E
94c987e28fd55a602bb357b585eaa7da155067000548ea7502aa850b0741a3eb,test,G-S
94c987e28fd55a602bb357b585eaa7da155067000548ea7502aa850b0741a3eb,test,F-S
94c987e28fd55a602bb357b585eaa7da155067000548ea7502aa850b0741a3eb,test,G-E
94c987e28fd55a602bb357b585eaa7da155067000548ea7502aa850b0741a3eb,test,F-E
94ea2a2aac0cc80942038813d1c2940c80536b4d9b8602a47287d27b69e1bed2,train,G-S
94ea2a2aac0cc80942038813d1c2940c80536b4d9b8602a47287d27b69e1bed2,train,G-E
94f4d311e001a11304615ae37ad750eea687364c74b57cb278e09b288857cdb1,train,G-S
94f4d311e001a11304615ae37ad750eea687364c74b57cb278e09b288857cdb1,train,G-E
9503e02459e247dfda9339dfae3b5f8214a7bacf3f8fe00714040d1297dcb05e,train,F-S
9503e02459e247dfda9339dfae3b5f8214a7bacf3f8fe00714040d1297dcb05e,train,F-E
95055b57974db58598775c0d3208e22f2cc343f1ef8dbfa15e51779bd6f514b4,train,F-S
95055b57974db58598775c0d3208e22f2cc343f1ef8dbfa15e51779bd6f514b4,train,F-E
950733493b96f3a6d96c34a0912cb01a7fa45baec87ebf1c8beeafb433cc472f,train,G-S
950733493b96f3a6d96c34a0912cb01a7fa45baec87ebf1c8beeafb433cc472f,train,G-E
9527d8ede222ac6db33d2f4ebc9af15ae98c17bd82952374e1082eb79928565c,train,F-S
9527d8ede222ac6db33d2f4ebc9af15ae98c17bd82952374e1082eb79928565c,train,F-E
952fd3f078694ea2907b387a758c31ac37f69be4a5ba954d962cda24d8b0143a,train,G-S
952fd3f078694ea2907b387a758c31ac37f69be4a5ba954d962cda24d8b0143a,train,G-E
95302ae5b74053ad616bbedb80f6ae3ae7bc248fc8d0f9418d124cc1a020739e,train,F-S
95302ae5b74053ad616bbedb80f6ae3ae7bc248fc8d0f9418d124cc1a020739e,train,F-E
9536a8a2d8d84640bf10e2ea3659c74b1d5817fb891d12fbfdd70876d360b5d1,train,G-S
9536a8a2d8d84640bf10e2ea3659c74b1d5817fb891d12fbfdd70876d360b5d1,train,G-E
953dcbf8d5758a373da5cd6fd2f973a7af4cdc3e2668c9d7db7996355b5e1057,train,G-S
953dcbf8d5758a373da5cd6fd2f973a7af4cdc3e2668c9d7db7996355b5e1057,train,G-E
95445391f255acfdcba151e793b11e3d0f086a9cb54c2486b8b88ba4b93728fc,train,F-S
95445391f255acfdcba151e793b11e3d0f086a9cb54c2486b8b88ba4b93728fc,train,F-E
957dc1c741bb2e3e387951fd25a14e3e00804c68f81dd04cd580b86dd9ad35af,train,F-S
957dc1c741bb2e3e387951fd25a14e3e00804c68f81dd04cd580b86dd9ad35af,train,F-E
95cb97c7f1cf19d8684ae22eb39e89074889b4306b13c53302d529c1c7f782f8,train,G-S
95cb97c7f1cf19d8684ae22eb39e89074889b4306b13c53302d529c1c7f782f8,train,G-E
95ccc38b4474d706417d01ab059ea3c4c5236a3dbbe06960c7f8643218a9021e,train,F-S
95ccc38b4474d706417d01ab059ea3c4c5236a3dbbe06960c7f8643218a9021e,train,F-E
9606c217dc88abc4ff7ec304e25b14d93da3c22f7c9266c1041650e3638e7fd7,train,G-S
9606c217dc88abc4ff7ec304e25b14d93da3c22f7c9266c1041650e3638e7fd7,train,G-E
961b72a60a3d7474f853f6c90a294b37ea1df021bcd3c36795777c99e8173337,train,F-S
961b72a60a3d7474f853f6c90a294b37ea1df021bcd3c36795777c99e8173337,train,F-E
964077e135abb69ee3ef2199962337f82a6ce90068d1c885aec9bfd47f7cd8b0,train,F-S
964077e135abb69ee3ef2199962337f82a6ce90068d1c885aec9bfd47f7cd8b0,train,F-E
9660a7e18c711ed25158340d6e8b82c2a46892064fb6828a0706c63d951e2be9,train,F-S
9660a7e18c711ed25158340d6e8b82c2a46892064fb6828a0706c63d951e2be9,train,F-E
9665c7fc1c9e3ba96752472dcac459612a730e7d4cd8a8e849c20a5c0e319560,train,F-S
9665c7fc1c9e3ba96752472dcac459612a730e7d4cd8a8e849c20a5c0e319560,train,F-E
9677ede64b5b35f80113669cb590058b33e3d4b66abfd41644985bff7233beea,train,F-S
9677ede64b5b35f80113669cb590058b33e3d4b66abfd41644985bff7233beea,train,F-E
96a91ac17c17bb2bdf1043d65f3a1f0bf3489af65576c39bb68af4f327ee64b3,train,F-S
96a91ac17c17bb2bdf1043d65f3a1f0bf3489af65576c39bb68af4f327ee64b3,train,F-E
96e2d9a90db6ff6ebefd4d53b439d952b471dcaf9bf2dc7eae81fd7dd7dcdd73,dev,G-S
96e2d9a90db6ff6ebefd4d53b439d952b471dcaf9bf2dc7eae81fd7dd7dcdd73,dev,F-S
96e2d9a90db6ff6ebefd4d53b439d952b471dcaf9bf2dc7eae81fd7dd7dcdd73,dev,G-E
96e2d9a90db6ff6ebefd4d53b439d952b471dcaf9bf2dc7eae81fd7dd7dcdd73,dev,F-E
97052b8604f4a96ad42c5885fe14f66dc07a76584f4d53a555f4f898ccd68696,train,F-S
97052b8604f4a96ad42c5885fe14f66dc07a76584f4d53a555f4f898ccd68696,train,F-E
970cef1299bff15c4c6d76a2239ccfb51bb9afdcd5fb717498e8c02cdfa6b668,dev,G-S
970cef1299bff15c4c6d76a2239ccfb51bb9afdcd5fb717498e8c02cdfa6b668,dev,F-S
970cef1299bff15c4c6d76a2239ccfb51bb9afdcd5fb717498e8c02cdfa6b668,dev,G-E
970cef1299bff15c4c6d76a2239ccfb51bb9afdcd5fb717498e8c02cdfa6b668,dev,F-E
970f96fae0fd908e457fe601a9de7406b551d802f611f5e2c677c0e244ab01cd,train,G-S
970f96fae0fd908e457fe601a9de7406b551d802f611f5e2c677c0e244ab01cd,train,G-E
9711c128d1e824980665b16a79284f319ccad6b9205483eacc5f36d3c1046114,train,G-S
9711c128d1e824980665b16a79284f319ccad6b9205483eacc5f36d3c1046114,train,G-E
9711c128d1e824980665b16a79284f319ccad6b9205483eacc5f36d3c1046114,train,F-S
9711c128d1e824980665b16a79284f319ccad6b9205483eacc5f36d3c1046114,train,F-E
9726e0773371f3f60d8761822a87a5f4c5ee68dfbbd81c39cb8f5c7d9c9d1967,train,G-S
9726e0773371f3f60d8761822a87a5f4c5ee68dfbbd81c39cb8f5c7d9c9d1967,train,G-E
97337f3bbc67b05184ecb20c9f724be5ce202ab21141d40b1fac6ffc5049b53c,train,G-S
97337f3bbc67b05184ecb20c9f724be5ce202ab21141d40b1fac6ffc5049b53c,train,G-E
97405203e963b43f31a3a6b9bbe877a47b99e51ab01e68f480e8f16426bfe5ee,train,G-S
97405203e963b43f31a3a6b9bbe877a47b99e51ab01e68f480e8f16426bfe5ee,train,G-E
9759c9155f3392f015ca5473e098e8aa07a37a39a64707669fa0bbbd66418ea1,test,G-S
9759c9155f3392f015ca5473e098e8aa07a37a39a64707669fa0bbbd66418ea1,test,F-S
9759c9155f3392f015ca5473e098e8aa07a37a39a64707669fa0bbbd66418ea1,test,G-E
9759c9155f3392f015ca5473e098e8aa07a37a39a64707669fa0bbbd66418ea1,test,F-E
9784bae96aa5a30baf4a3b654282fe27e15bf1d27f27485b33809597b40fd08c,train,G-S
9784bae96aa5a30baf4a3b654282fe27e15bf1d27f27485b33809597b40fd08c,train,G-E
97bab608bff18b209ca8f62382940bee9be6b881de2dcaf2a92ec1776ac18e72,train,G-S
97bab608bff18b209ca8f62382940bee9be6b881de2dcaf2a92ec1776ac18e72,train,G-E
97be430e36dc38c34bba440e7e77b0e555c86da4fabfafff505d7a58382fa85b,train,F-S
97be430e36dc38c34bba440e7e77b0e555c86da4fabfafff505d7a58382fa85b,train,F-E
97c1c53a85db3269a2e37a21377dab36988b09dc305edfd999ac51a0ae018e96,test,G-S
97c1c53a85db3269a2e37a21377dab36988b09dc305edfd999ac51a0ae018e96,test,F-S
97c1c53a85db3269a2e37a21377dab36988b09dc305edfd999ac51a0ae018e96,test,G-E
97c1c53a85db3269a2e37a21377dab36988b09dc305edfd999ac51a0ae018e96,test,F-E
97e902c1f88fa15ce36d8b254735dcaca6299c6503d87548bd08674bf80da839,train,F-S
97e902c1f88fa15ce36d8b254735dcaca6299c6503d87548bd08674bf80da839,train,F-E
980ab73eeb1956c441c449ff9986b5ff351fb8bb7a6a195a353d9f6173f162f7,test,G-S
980ab73eeb1956c441c449ff9986b5ff351fb8bb7a6a195a353d9f6173f162f7,test,F-S
980ab73eeb1956c441c449ff9986b5ff351fb8bb7a6a195a353d9f6173f162f7,test,G-E
980ab73eeb1956c441c449ff9986b5ff351fb8bb7a6a195a353d9f6173f162f7,test,F-E
981a63de9ac38b68876032d96811f232a2be254405bec1387064a9237e9a3cad,train,G-S
981a63de9ac38b68876032d96811f232a2be254405bec1387064a9237e9a3cad,train,G-E
985dff83dd10c69367c387c3a4342f04ae5dd212018b92004217b4ea7afc0310,train,G-S
985dff83dd10c69367c387c3a4342f04ae5dd212018b92004217b4ea7afc0310,train,G-E
98ab84f0499dc57f1a5d3de0d7bca0ac6eb05d9394f23f0ae546c5815b377fcd,train,F-S
98ab84f0499dc57f1a5d3de0d7bca0ac6eb05d9394f23f0ae546c5815b377fcd,train,F-E
98f01300a8ceab7ebda2898e147b6aa2f08bb20d48cc1f3a55b19d3dae303d1a,train,F-S
98f01300a8ceab7ebda2898e147b6aa2f08bb20d48cc1f3a55b19d3dae303d1a,train,F-E
991ff70efdba86be721e8fa225c0c82e2bc1d2c55fc8c7d07cfedf2959f83708,train,G-S
991ff70efdba86be721e8fa225c0c82e2bc1d2c55fc8c7d07cfedf2959f83708,train,G-E
992eef57ba1a165893d8a9ddf657fabbb1c2e229171ec3dce11b8566ec13623a,test,G-S
992eef57ba1a165893d8a9ddf657fabbb1c2e229171ec3dce11b8566ec13623a,test,F-S
992eef57ba1a165893d8a9ddf657fabbb1c2e229171ec3dce11b8566ec13623a,test,G-E
992eef57ba1a165893d8a9ddf657fabbb1c2e229171ec3dce11b8566ec13623a,test,F-E
9935640c3ebeabd0e7e54514fdd8d68699d4ebb0f13049bc3bbe72d320c519d8,test,G-S
9935640c3ebeabd0e7e54514fdd8d68699d4ebb0f13049bc3bbe72d320c519d8,test,F-S
9935640c3ebeabd0e7e54514fdd8d68699d4ebb0f13049bc3bbe72d320c519d8,test,G-E
9935640c3ebeabd0e7e54514fdd8d68699d4ebb0f13049bc3bbe72d320c519d8,test,F-E
993e91deca0a29e3fe1ba6e22ec44a701f803ce5d352542a88c754b66b663764,train,G-S
993e91deca0a29e3fe1ba6e22ec44a701f803ce5d352542a88c754b66b663764,train,G-E
998b4bb5dd0b55beec42ac8a8706bc19cc2af9fe011a77aa87a0b2dcb3fcfead,train,G-S
998b4bb5dd0b55beec42ac8a8706bc19cc2af9fe011a77aa87a0b2dcb3fcfead,train,G-E
99b16a307a0a972883d577f4abfe25e78f5b82f46defd2d45ee2a8a0082f430a,train,F-S
99b16a307a0a972883d577f4abfe25e78f5b82f46defd2d45ee2a8a0082f430a,train,F-E
99b8723eac14fc8b4d21d5cb3ba13f3a2999e921b4be3d393c7039e40dc4b27b,train,G-S
99b8723eac14fc8b4d21d5cb3ba13f3a2999e921b4be3d393c7039e40dc4b27b,train,G-E
99c09af5d394aee2037751caec8ca7bf6a10fbe7fcc10b963cb9dcea07a0660b,train,G-S
99c09af5d394aee2037751caec8ca7bf6a10fbe7fcc10b963cb9dcea07a0660b,train,G-E
99cb2aea3e678e10b8b71e028a18553e68e79a0ba510eef4f8380283eb9f8de1,train,G-S
99cb2aea3e678e10b8b71e028a18553e68e79a0ba510eef4f8380283eb9f8de1,train,G-E
99dade4929cd894740f18ba0fa7e08e83ac5c6b5254cc98e51c4e3460e75bcd3,train,F-S
99dade4929cd894740f18ba0fa7e08e83ac5c6b5254cc98e51c4e3460e75bcd3,train,F-E
99e73541856101e3f28e6f0e7aa9db2bb2a581e2d889c9cb8fe92ea501e9a2ae,dev,G-S
99e73541856101e3f28e6f0e7aa9db2bb2a581e2d889c9cb8fe92ea501e9a2ae,dev,F-S
99e73541856101e3f28e6f0e7aa9db2bb2a581e2d889c9cb8fe92ea501e9a2ae,dev,G-E
99e73541856101e3f28e6f0e7aa9db2bb2a581e2d889c9cb8fe92ea501e9a2ae,dev,F-E
9a2636a19cc80d0529a62aed0801fd92bb43861fd204bf90272157e7b2256e05,train,G-S
9a2636a19cc80d0529a62aed0801fd92bb43861fd204bf90272157e7b2256e05,train,G-E
9a2636a19cc80d0529a62aed0801fd92bb43861fd204bf90272157e7b2256e05,train,F-S
9a2636a19cc80d0529a62aed0801fd92bb43861fd204bf90272157e7b2256e05,train,F-E
9a37fe04d096283a97b79eac84f95f8c3d568801e422c6c9c3e8127fc81a38e9,train,G-S
9a37fe04d096283a97b79eac84f95f8c3d568801e422c6c9c3e8127fc81a38e9,train,G-E
9a37fe04d096283a97b79eac84f95f8c3d568801e422c6c9c3e8127fc81a38e9,train,F-S
9a37fe04d096283a97b79eac84f95f8c3d568801e422c6c9c3e8127fc81a38e9,train,F-E
9a440967a953d8a6e5a5dc573044b1f428905d95663d1e8bf43897cadda384ca,train,G-S
9a440967a953d8a6e5a5dc573044b1f428905d95663d1e8bf43897cadda384ca,train,G-E
9a645d39b093ab2bd7db441516a2d02b8181bc4c4776aaa0a25587c814dea094,train,F-S
9a645d39b093ab2bd7db441516a2d02b8181bc4c4776aaa0a25587c814dea094,train,F-E
9a9351324f5624b55737d4f7f3b4bd069fd49f89e7f58b02530f09ddb34f1d76,train,F-S
9a9351324f5624b55737d4f7f3b4bd069fd49f89e7f58b02530f09ddb34f1d76,train,F-E
9ab745cf6df520db09b742893c84652f41234416c22cc6299c69b2aae57702d4,train,G-S
9ab745cf6df520db09b742893c84652f41234416c22cc6299c69b2aae57702d4,train,G-E
9ac306f5b00a57c2195293f4ee432bdbf193584cc22c3f28204d0b046bf403d1,train,F-S
9ac306f5b00a57c2195293f4ee432bdbf193584cc22c3f28204d0b046bf403d1,train,F-E
9ac4661fb8fdcd6ce074127bdcf2dd8aba294e5715de5d78dc62658640ece5aa,test,G-S
9ac4661fb8fdcd6ce074127bdcf2dd8aba294e5715de5d78dc62658640ece5aa,test,F-S
9ac4661fb8fdcd6ce074127bdcf2dd8aba294e5715de5d78dc62658640ece5aa,test,G-E
9ac4661fb8fdcd6ce074127bdcf2dd8aba294e5715de5d78dc62658640ece5aa,test,F-E
9ac8abdd39c720db58920b801cc7bc566f9d21bdd07202538a96f5625e9520d2,test,G-S
9ac8abdd39c720db58920b801cc7bc566f9d21bdd07202538a96f5625e9520d2,test,F-S
9ac8abdd39c720db58920b801cc7bc566f9d21bdd07202538a96f5625e9520d2,test,G-E
9ac8abdd39c720db58920b801cc7bc566f9d21bdd07202538a96f5625e9520d2,test,F-E
9ae247298520ee95a60e2a2b722e071f1ed4d40882e0189025da4128bef30d08,train,F-S
9ae247298520ee95a60e2a2b722e071f1ed4d40882e0189025da4128bef30d08,train,F-E
9affc4ebc5d14b7c9d030b486d2c6f802e7ab6a9a885fa2f651840e8efc543ad,train,G-S
9affc4ebc5d14b7c9d030b486d2c6f802e7ab6a9a885fa2f651840e8efc543ad,train,G-E
9b0b7d5af6f7527423c928a1a805c2eed998d3d3107d570b6da295ef2b9b602c,train,G-S
9b0b7d5af6f7527423c928a1a805c2eed998d3d3107d570b6da295ef2b9b602c,train,G-E
9b2e90cd1b7434589ca4412c6eb69b9d184a5585ebfa3228d6f717f186db9f13,train,F-S
9b2e90cd1b7434589ca4412c6eb69b9d184a5585ebfa3228d6f717f186db9f13,train,F-E
9b49d13872a777b18b9b8a96311639e6806b15e65e5409e572a76d379d30f742,dev,G-S
9b49d13872a777b18b9b8a96311639e6806b15e65e5409e572a76d379d30f742,dev,F-S
9b49d13872a777b18b9b8a96311639e6806b15e65e5409e572a76d379d30f742,dev,G-E
9b49d13872a777b18b9b8a96311639e6806b15e65e5409e572a76d379d30f742,dev,F-E
9b65c57eba6ea79408763d6a993f2a32cdc465a1676fd42db797c2716a17d2eb,dev,G-S
9b65c57eba6ea79408763d6a993f2a32cdc465a1676fd42db797c2716a17d2eb,dev,F-S
9b65c57eba6ea79408763d6a993f2a32cdc465a1676fd42db797c2716a17d2eb,dev,G-E
9b65c57eba6ea79408763d6a993f2a32cdc465a1676fd42db797c2716a17d2eb,dev,F-E
9b6e03e6f0d8e6810090f4623b9e2fe51c97525cc9278f5205689aae3b80dee2,test,G-S
9b6e03e6f0d8e6810090f4623b9e2fe51c97525cc9278f5205689aae3b80dee2,test,F-S
9b6e03e6f0d8e6810090f4623b9e2fe51c97525cc9278f5205689aae3b80dee2,test,G-E
9b6e03e6f0d8e6810090f4623b9e2fe51c97525cc9278f5205689aae3b80dee2,test,F-E
9b7c8aec09b13b3e4ad75e067d581e58bdbbdd5817cce1c96ba9947300eff453,dev,G-S
9b7c8aec09b13b3e4ad75e067d581e58bdbbdd5817cce1c96ba9947300eff453,dev,F-S
9b7c8aec09b13b3e4ad75e067d581e58bdbbdd5817cce1c96ba9947300eff453,dev,G-E
9b7c8aec09b13b3e4ad75e067d581e58bdbbdd5817cce1c96ba9947300eff453,dev,F-E
9ba1c0e18537499cca353c216137ebd4af654dc8e91ddea4cc9ac750347c0b6a,train,G-S
9ba1c0e18537499cca353c216137ebd4af654dc8e91ddea4cc9ac750347c0b6a,train,G-E
9bad269c94034dc525c23d6eb5e3ee91e16f4ee14998ec95e3e0a2e58da1dc15,train,G-S
9bad269c94034dc525c23d6eb5e3ee91e16f4ee14998ec95e3e0a2e58da1dc15,train,G-E
9bb89ccbf8a8758065482d2a323f63af1aa55e3b0070b09812f0111eb64eeb02,train,F-S
9bb89ccbf8a8758065482d2a323f63af1aa55e3b0070b09812f0111eb64eeb02,train,F-E
9bc04e08006e68e10a3c4a20b49081a7b25b1cdaebdde2427788c9176c42e082,train,F-S
9bc04e08006e68e10a3c4a20b49081a7b25b1cdaebdde2427788c9176c42e082,train,F-E
9bea88a17c185f79f1555b3427cdc946cd8560711a7d8c6d454372e552d4203b,train,G-S
9bea88a17c185f79f1555b3427cdc946cd8560711a7d8c6d454372e552d4203b,train,G-E
9bf5d28d49d4b7510d094c51c75a79e918e1f07fb5bd046ee7107cbe61302645,dev,G-S
9bf5d28d49d4b7510d094c51c75a79e918e1f07fb5bd046ee7107cbe61302645,dev,F-S
9bf5d28d49d4b7510d094c51c75a79e918e1f07fb5bd046ee7107cbe61302645,dev,G-E
9bf5d28d49d4b7510d094c51c75a79e918e1f07fb5bd046ee7107cbe61302645,dev,F-E
9c0350c60d8f043742ad7861713184c8b954db878f7b5c6e14247d073dd80eb9,train,G-S
9c0350c60d8f043742ad7861713184c8b954db878f7b5c6e14247d073dd80eb9,train,G-E
9c0772af7a8bc8830906673731b19b4d0a8c473e11d9ecd03639f87c15548a69,train,G-S
9c0772af7a8bc8830906673731b19b4d0a8c473e11d9ecd03639f87c15548a69,train,G-E
