candidate_index,gene_id,split,super_pool,source_primary,generation_source,original_role,stratum
15799,52d3ebd033194be7b1929703780c0d4febb200b3b6e5b1638bdf2556833e6c35,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15800,77904675296edf5cbc306ce5502af4931d298ef6032a17214a9530c003a08c1e,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15801,f67a2cee8e08977ec247dbcca212ff5281af6705c618db06c469fd0d401ca637,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15802,e1a3b2db79fff8d63d2f65bddada9dca22b1337bf23032c0db4f50c1c46a3299,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15803,fc9324631ab1438dd79ec2db393e01f5787cab0cdc4e758acdb196b4470a158c,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15804,a2f7ec9d72a33797f153eccdc91bab97d9657f6d7274e2f30127793db719bbcb,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15805,a10b01341a1490bb53c876b12fd7a40227c2fa2fa54e2eb4d3fb0e07a8f5a03b,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15806,ab6d3de2cf8c3c557a9cec5b3776f3b7fa0beb61fa13f4b03f97049291cbd124,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15807,ff5cbe664b09725eaf2d8b87371f335aeb6ff6cd808409eb66b3754fc1bc0a34,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15808,70a8cadbe3a5119bb98f68fa66353a2578f3a3a8fc8863b2a39ab1c018a5ca35,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15809,37441c5e83ab61c4afcb79ba725028569308cf13ad2523c36e33041aecbcce5f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15810,086884f01fc1b072a07099fa635ff55e7d9a9ecc86ababdc55fa35ee03b0c026,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15811,fe7504b0e8a6f7e6f68321dd12316166a62488152ad96200b244998fe99be7d0,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15812,26c66370626fdeb28222d6005e899ef6b8433734ae4c891cb4b663dbad3bb572,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15813,0abe2d2ef4c69867181e071938d59611c268b3de1614e95940a7db798f0f3734,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15814,1ee67f18a73264d50a52461db6cce7885d355fdd495dbec4217acec8397abf13,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15815,ea3cb469538422b817b57629227a8af4f5f2ef1aa505f19f7a475c6a380a1f24,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15816,c277367a25f45e7e89cdf28b17dff200ddad33934f0f249ba481571964e97cac,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15817,0f7e97bc64e457e8eeb670f16d0f15f96fe120d899231120749e6ecf86ef027e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15818,5ea2712696bbd37439edbf20227ee629a4b63a0af9d6bdefefab49a4665eb070,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15819,c766776a8b87b965d0c3b675dc8f9ee6e1476f601bdac3abad90d7ef7face7a6,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15820,63fa7815602a0da41596ef04a631f0b883e98dc6ef6bc508f02ec1e8877e95db,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15821,2e88fed60688dbd614e4940e35f092e062d1c4df1d8d1886fc831fda0dcc2656,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15822,b9e08976efa354906e9db50c91da4a91612047437ee2c58bfcc6912e8d9824f7,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15823,0a13aff8ce4a6612cd5f8966ccd26b61ea861d4e16384ca4d7a3003cea8813c6,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15824,612883984e1668503939b3e0f4cc6f82c09ffe685d115201eec514b8c0b94367,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15825,eca11496364bc8378a45a101c75042d03e46e36bd1dfc4b37d657e78c124e5e8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15826,6aa5d7d3c246cd12936f30bd3a954266dae045dd6d6b125d03e0d3b425d92038,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15827,a4c3acc02ee4cb5892ecf6e7a829b4260c4e6081690c932de604cea587a7a3f0,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15828,7ea8f40bf568dc4842050d264062afc2ae9b7f99706a2849dfc6b6f48c6ed703,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15829,bb7d00a85e90e8771a98a0f0e8a18b6fdfb070570c48f2184fdd6abc166de0a2,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15830,c8bae417830cfb556d527e16bed1b405c87a2ed6e30fc5a7bdd2af76db017149,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15831,c11c31c29fdc2e405787cbe23aa8c827969d15a28cb89e5f1b61b3958831925a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15832,94df3b42f491bcf73c8c0a02045472b378450172e101ec50695d7c77abdf6474,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15833,cde00c6a8fc347353ca061bd1a674d7d94d759b14c959cad18e61945976a4a30,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15834,d885ba6656e525ca0b4a41467f0297af325504974679b0b6101d34862e17168e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15835,e63672a79dcea927c5fcc2faa2176b866ea3b683189210daf0dfca18f86badf1,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15836,234597450f93c615f9e7e3099db021824a8e46b35acafa12d833b57702007f53,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15837,0b5b87362cb549b871db16a1deddeb89537b67e71a2d84576fae1906028c9ba9,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15838,1ece4b099dc8e560aab69afd130b045e4f8702d876d1dcbc964e70bb71679626,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15839,311c6cd9b8b2dddb6a9d72424e298b6e19fd8725c8a2e02f25b4735d45d60951,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15840,3e271b91618ff5edb17b1f2518e5b61fc7124c35e9e939a90747b70f2d8f4e05,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15841,d21f10be53a6c246e4dd814f4d052dd047c1866014b08e48fff6a56c22b25c5c,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15842,4d95fa372960907679ccea84468194ad60b5a0dc286e6c9d1088d6853be7872d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15843,3db8b2244f9177cee4031edbcc22b7ecd9b199f3077df923c2d0fefdc8f0825e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15844,aa19452733d56f91979aae163960a126b5c86c6947d64cd4408f0b3e7779a038,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15845,cec8032262201edbe80610dcd16c919180bb010dc9eedd9c7b3491ed4ad0961f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15846,4ae15d4fa84218a71a07d9d1394e1eb63eef4c79fa2187e168109c5d24d23c42,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15847,550f9daf20e0eb6062dae51fc2732c2e7950a4b770c9326af473cf56857962d6,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15848,7ef13dbf09e82cf44c12707a69f9ad593fa4da96ac3327ed339a3572f957238f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15849,5453f6d0f5fd3f135cf63fb367e6cd8657c7b61dfd47e91dc14fb267a0e247dc,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15850,9e7ebf0f9ec72792b547fed3a3398ecddb5493440a31b07a32f688744885284c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15851,5c4bfd928a806e24cbf475aa64365b4e47ae38d00d45720c054b7b9e84a014a2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15852,acc9c7d062ee2abf59ab7994b0da4b81d37f1dc96b13c34adf8794ac58ccc626,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15853,695be8ad37b6e09dd6a26ed161d0ae040c72b8bf6ceeb69bb40b8f254d461ad4,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15854,bc0d0e11245b5eb36e2c4fc0055c1f0e89aff82019e9d72f87ca8de179d83857,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15855,ab5566ff46b607eeddba3a9ebd977decf449c8d79b80c137c70f7eb32b314904,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15856,0ee76922e70e6d16e4f7de055be39d1e04974520cf835f6d01c0d73986ba2aa8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15857,497b5699d17b023ae8990ad6f93e0667c822241aa79299a936bf61099ee7bc62,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15858,3c62168892d33a9ae141d4a98884c076779ae26b25010bbfac0fe614fc622872,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15859,527cfdcb25a3ece58671fc8cf8dfc7e58903d3e31a98e52520bc96edb38a6fd5,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15860,bea4f07456197a10ab5ccec866b3268101fae641bddfe341ba77e0d1391c93ff,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15861,9bd047a34dfd515bff200e4617c1553f0bb6ac0a8b85244b1a6e6a82b81796ad,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15862,0e831a9cfbc6bafe3ee2c942186f0c4f032d121cf38e8501761f165781045c2a,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15863,0418a81a0a0e6472c22698433d268d9b60c33274064fa57075475a557272abc5,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15864,396131388b42277271e9452f17b4f795ed80216264dbc325d7bb80b98fca7138,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15865,53f2abe3083ba463d23985949a3d92f2acf61b9e428481caa93743742ffe5dd2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15866,aafd1d56ef44b06047b96733b67a09f9f29773908f16867def535808c5c1e93c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15867,495e83e87324897d7fd1fe36d2f77dfd46bfa48d4c4e29cfa7d1663a15e47839,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15868,519d5ed1a35ff585881bd26b449a0222822f638bf54fd0042915f78781c5acd9,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15869,dbacd91b686208a30bfb153665ad9e761c3f56eaebe971831f99bd681f42ebea,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15870,a27ddc740ba58bae706aa22d8a8eacf61a91b5154e6cf25c3fb610420023d26e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15871,bbfef74c8b7907e0f96e4d7475d8a3f990ceaa21e3c156595a186d4e3a9c7271,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15872,eac062d15ca7246e0ba04df64a3fadd304c621a5b0fa60437dfb877923af5946,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15873,a484b6c316ca7a76636ba5844ff3db42cc3499424123df700ad34f55510b22e5,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15874,ea429ce17d0bcb03e3f191dfb3c64ef502a89a62bf8108e2e6107e3f38071987,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15875,ee2f6c95c2632b87cd5c208f8eedb85d26d9d7608879cf64b2c0bd41e2407ac2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15876,602cccc5dde8f158f9bc5af245b9edaf13e5d898b81e3fab879d176e993ce53a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15877,db6c8813f5c7379e38bd0161ac0462f2add5c100e2027240f690065aac21b505,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15878,3d40612526b0ca686f43bd2ed1d78d9a4f3761d6adc54564167b96dfb0a6deaa,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15879,93d1fb0336c34a3b915ca283286b2b79f5e810dc5945e1e19fadfc185414a736,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15880,3d136748b2733f65649d7e5b47d5268ffa8ce87872a6e5969dcf73dfd4221ce8,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15881,a75721d54352390bea0f021eeaef60260707a789a2a05c3a631e0ea6d427dfad,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15882,68de7c267080f18d6c8cea4d82cd9cfa209c54779d495c6494631e144418b327,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15883,1856a0609f9de6f5a76914f15eeb10afbb77b8a436de3b602d84b3873150cf0b,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15884,059e4ee2de4f8cda2147c4a501fedba88ab2f3171fdde2376c7c6ae07f142243,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15885,0bf0cd1b2c15058ed98ed3c3cabf97b24b3d6f56e3e4f19080f7bf996103e71a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15886,d9fd4101aad69a26c9296e63e558130b8b7101d64f987db0150d0786e234d162,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15887,b864c1c30814478cbb2380d6dc0b7b07054a576cd3ff93cbe7303a2e677dc457,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15888,37daa857a934c270a76d0ca529b5efcc84534aa0867635d1fd054aa5c5bd3038,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15889,d1890088b864fe66293065a27dbd54b8f4a0a58b99eee422ae4f5a7eee353e38,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15890,88126808776d8f616ddb42d308128dde3ae94df787107fdf53c304c0c1bd76f0,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15891,d9523a9b84e5c00ae2125a815cbc80b9352163a064fd6f30b87eb4332bdafaee,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15892,b6425d828443b599f12b2caf19a1505ca062cde9ef2fd951cb418815b3c2b02b,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15893,1034d9683d79cdc892a508f191d78f61419005c7b6f4f06807fcc71ac22f3521,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15894,6dd92ee074a44795681ed7d5f732d6265b4917295e5578c443aacc43d2ad0442,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15895,8b3beba08c216c98c670f20813373e52f2d5ee0381f156ab4db3b2f892250b73,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15896,9468469d8e6f83a3a00cdd90f1317541697c215cc01b75bf6163a12d32220b0a,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15897,67f8ee1e35f7d9bb9d73030e4f09c02482a350600e7d8fbd5a093d6aa8dc09f6,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15898,871ebb6130706a444887f982d5516a1bed127c50faa109d94f4f3b8eb3cf5502,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15899,b44b9078949cc66cdf7cf8474f08106626001b9ce2880eeb4eff458434354977,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15900,53f953fe6a25e8068b0b9856ab1188478ee4b64c51170cd656450e38f0a6ec47,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15901,8faa2b8f265dd48e44a3da1975ea1116becf5dd377f42cd1f35e2761551599e5,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15902,a3c1ff3c44ff5844cc81bb3288734f284cb0d140592877d424d428fc7455c229,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15903,43035ffb1d00bea9af0283f7c43836a246dafb27b1444c0033c5432bc1ae3a14,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15904,16fbd7e5d7dc255979ee8a783617a73bde17aabd4666a35a0a4fa9e0a181f75d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15905,d6e69d867c0eaee6be6a9a77f6c97aa27477947032907cd71ec6421095687a1f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15906,aff31a58592be3b822fa1556320c6765d2cf5e52c3cb2453b14a2d39b9be0cc4,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15907,05234a11e68836e45b7c724e824dcfe9e5ea96968944f945a62d35047ffeac34,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15908,7e0dd7faa7f4b0ddce69e6b0cf9305bd0ded16531cf379ab01d1421679ebe6a2,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15909,8c98c04c281c811f874102c34c6010b065f64d3cd79823d9fe41e116cf0db061,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15910,df914f0be7490d629ba2e93c9a699d0a3fed0069a72779c7d3b8ab69f545dab3,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15911,d0690b74135b131fd818342220441764e038c52af5985e0f8c0af3903ad13de5,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15912,c49bc78f3d5c7ab18b9b3c3293d905790769d4f868adb418411f2a717973b63b,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15913,a343d7eb4e575f05235bbb8dc2db4663a7f3cad243222cd21b40ef473781fc77,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15914,cca1c2330c5d2d2c39a0652af5f027c7228aa217b6a61f50f1ad49b2023c2a1b,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15915,d80deb2c76cb68529fa3fdd477d8047b30a5902324651acaffee3507503e830d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15916,cef796248238cf3ee83fb5c5aec9e6e968a2d084e3f164fe7e239c9305abc339,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15917,5c5289f027be2d25c5158b082e3620e1578bd0cdabfaf08e48b0e055d194d9ed,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15918,be887334323b78b18010a96b3f6d3e4d896b745e2835975e4ebc944e52db54b4,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15919,9e98454786072bd607e5ed37dd416df9d44daf322ba2d25ea8eb7dd395723df5,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15920,150ccc35f18ed015abc5330cec7f00be341d38cc70d1ff2a92d6a0fda4b8f82c,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15921,c005dae57356462dab355c7ca6e8e64c06b7290b67aedeaf568186fc7a31adbb,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15922,26355aa95a85159daffaf19ff7c407464d78c68bc126b104e10cfc404dc9bd3a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15923,3afc9608092c095db0674cc1e58f5346066032cb0e85e58ed5fe99c67d037193,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15924,2c15ad36b9049bda99f9fb3f6f250414a733825b99b6c92c915bc49307630f36,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15925,99f02d12b11f92ce0d7479acf280e15f9ea90c2f8630397ee0ec13a7b65ff18e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15926,3059d935c6ce01df3b844bd9bc4fcff65f30e5b74d32e2c39932c4915e193afc,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15927,478de5018d53c414b3afddee4e808216ba047b439db9ce5a9aedb93428a8498e,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15928,2e164b15365ce1ae77dac7c1e18732740637d107650e6ba7a275305c3839e149,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15929,81ef4a01adbf8330ad92af2a1dbc52226143158973fac30b8c1a32683f0fffdd,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15930,16664348ed3c2d677b4158ad38eaa7e86cae8d59880ce33a46e7ea0b9fd8ec62,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15931,f000c183cfa007e4afbd67fe155c14943e33a29825af64b8052200ce4b121ef3,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15932,bd777c85915bcdb433d19de32361751ed8a6f047b198d68d46202fa42745a30b,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15933,0b6bbaa39d382aab64c3f438bace9d81801ae0ac95a791794597cfe38b2c84cf,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15934,1a9345488f7549aab2836ab68e56d2d7bec06b64f98e8461862acb844f6c9b94,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15935,1afaeb193f7a9a10e651cffadcba673093c285b6f5c6e93ac05621f51076434f,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15936,c120568c9a725b78e0844337de1dd3d9f2d1ebcd843fe8d78f5e7a8c57fe5ff3,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15937,4761dacc116edf9706d72e53c0ecf5621f8c8ff8d7e648f82ef426b4e0dfa260,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15938,14574fdbe2b2de7255221a227f43c5cca541bd8e9abe76fe336918ee466df7ff,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15939,2d39a9a720dd2ba3d2b3c90796d804c438f509653d991a8eaa2d6a2edeed7095,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15940,ae79ed404c3d8a61ec5961ba2546a6920961058fafabc99182fd329c574ddcf7,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15941,e118a56d9bd0591adfe71c832e8a33dbe284f9b0d801a408f29e5606896d3990,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15942,44fe1b9d30c308dc6718f904fa870f0c9d5ac5f8acf66621e8e61f9c069f851d,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15943,2bd1332922f7b04f66d52053755180bf1916839eb0e21b56ee91a0fdf82a994e,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15944,a47009ff3bd454d0eb8781bcc5815e1c3159b7cab7a41e9926bb49abee7e911a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15945,e8b26009850f19a74d8026a4609c5c0ebce101beb2f96dabc4ff39bb5295cca3,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15946,9c190a5923c33a0e6f5a4932bd750f5d05ac1e78b80364ac94155c9e3d3e9a57,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15947,05dff66aa170d40319ce82e4a358401a8637cbb9acfb6f62f42f2293b28cb0ca,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15948,faf15d4797360ce9ca84386769972d9457e9f5ef55f07f81cdaf1e291e1461f0,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15949,c130c59fff95157549d6285c92c1ec72f1ad8cbf6bc2fc8a446035de84717083,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15950,9ce8cc56ca72d71b68a8867d51b23afeecd4c68316a11d18a5f6fbce7db50c6e,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15951,e324057f8c4986f67e7e07aac0cdec9620c647255354cb60b1d61d5e5abe3dd2,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15952,609ef58edd88f6f28174b0b99901d634fe5f62c228a13f881e5fa0b69dafa119,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15953,59cbe4ebf3ffa7750be5a030f9ff142cb60e45080c5171a2a085091e6bd2f27f,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15954,7eae74e655a88c5c4a954ae72421da182ca54a02c96eef7118a84957cef6bb1a,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15955,f24dd724dca53837e7b849e266a9441d571a0218985dc236e49cc09a4414defd,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15956,411cfb6be11591615d9415e79d1fecdc4c4970fb2053b7e4bd00db24620f172d,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15957,e6e20ac3e1523fb4d61b8146ba19ba83590858bc8fbb6d0cc5d52c5ad447b790,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15958,943d528f84cef6e05954e09fa3427ed09020efdf0e2ee7e59fc4ac877ebe98a9,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15959,39283f6a57543fd38efd9d1510ce4845087426a578c9bdd626f4ec45eaf82dd3,validation,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15960,fb590288fab7ac5a73191426c595dc17f3a63231ef8943a61531b85db128c3bf,test,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15961,eebbbd5c22c49ff5614d307265b54d1dbe064fb29dee80a8e24c969205d68728,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
15962,615adf1388c58a6710de622186ce685c613cfb148e4ee9bb2c4240ceb986cacd,train,historical20000,historical40000_lcmd,old_train,old_train,historical40000_lcmd|old_train
